Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Kayaert, G., Op de Beeck, H.P., Wagemans, J.","Dynamic prototypicality effects in visual search",2011,"Journal of Experimental Psychology: General","140","3",,"506","519",,6,10.1037/a0023494,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961203116&doi=10.1037%2fa0023494&partnerID=40&md5=429e5fc1239328bfab9cc945ad8ce091",Article,,Scopus,2-s2.0-79961203116
"Yee, E., Huffstetler, S., Thompson-Schill, S.L.","Function follows form: Activation of shape and function features during object identification",2011,"Journal of Experimental Psychology: General","140","3",,"348","363",,26,10.1037/a0022840,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961191556&doi=10.1037%2fa0022840&partnerID=40&md5=d744361911f2a1103d9015f93c47c8f5",Article,,Scopus,2-s2.0-79961191556
"Ratcliff, R., Thapar, A., McKoon, G.","Effects of aging and IQ on item and associative memory",2011,"Journal of Experimental Psychology: General","140","3",,"464","487",,55,10.1037/a0023810,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961192732&doi=10.1037%2fa0023810&partnerID=40&md5=3d6f58f3928cf80d09791d79647f42bc",Article,,Scopus,2-s2.0-79961192732
"DeCaro, M.S., Thomas, R.D., Albert, N.B., Beilock, S.L.","Choking under pressure: Multiple routes to skill failure",2011,"Journal of Experimental Psychology: General","140","3",,"390","406",,86,10.1037/a0023466,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961192423&doi=10.1037%2fa0023466&partnerID=40&md5=d8ece033c4fd8bd44500bed76a7a426b",Article,,Scopus,2-s2.0-79961192423
"Staub, A.","Word recognition and syntactic attachment in reading: Evidence for a staged architecture",2011,"Journal of Experimental Psychology: General","140","3",,"407","433",,25,10.1037/a0023517,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961184630&doi=10.1037%2fa0023517&partnerID=40&md5=f20c335997698d8865bf578050d590c2",Article,,Scopus,2-s2.0-79961184630
"Willemsen, M.C., Böckenholt, U., Johnson, E.J.","Choice by Value Encoding and Value Construction: Processes of Loss Aversion",2011,"Journal of Experimental Psychology: General","140","3",,"303","324",,25,10.1037/a0023493,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961196246&doi=10.1037%2fa0023493&partnerID=40&md5=be94cfb774801f8a036ec9bdd51bef23",Article,,Scopus,2-s2.0-79961196246
"Fishbach, A., Henderson, M.D., Koo, M.","Pursuing goals with others: Group identification and motivation resulting from things done versus things left undone",2011,"Journal of Experimental Psychology: General","140","3",,"520","534",,22,10.1037/a0023907,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961199566&doi=10.1037%2fa0023907&partnerID=40&md5=f06fa574b79c0d526757ab760b0918b4",Article,,Scopus,2-s2.0-79961199566
"Förster, J.","Local and global cross-modal influences between vision and hearing, tasting, smelling, or touching",2011,"Journal of Experimental Psychology: General","140","3",,"364","389",,21,10.1037/a0023175,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961175172&doi=10.1037%2fa0023175&partnerID=40&md5=3a7c3824821dd159845a8e17836e16d4",Article,,Scopus,2-s2.0-79961175172
"Bocanegra, B.R., Zeelenberg, R.","Emotion-Induced Trade-Offs in Spatiotemporal Vision",2011,"Journal of Experimental Psychology: General","140","2",,"272","282",,33,10.1037/a0023188,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955730260&doi=10.1037%2fa0023188&partnerID=40&md5=8b34ac634e370572390fa027244d0db4",Article,,Scopus,2-s2.0-79955730260
"Zosh, J.M., Halberda, J., Feigenson, L.","Memory for Multiple Visual Ensembles in Infancy",2011,"Journal of Experimental Psychology: General","140","2",,"141","158",,15,10.1037/a0022925,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955722132&doi=10.1037%2fa0022925&partnerID=40&md5=15a8459da59449af8d8a693cafbfa877",Article,,Scopus,2-s2.0-79955722132
"Gollan, T.H., Slattery, T.J., Goldenberg, D., Van Assche, E., Duyck, W., Rayner, K.","Frequency Drives Lexical Access in Reading but Not in Speaking: The Frequency-Lag Hypothesis",2011,"Journal of Experimental Psychology: General","140","2",,"186","209",,88,10.1037/a0022256,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955736013&doi=10.1037%2fa0022256&partnerID=40&md5=0d322e192f0acd0366c8edf42252ed86",Article,,Scopus,2-s2.0-79955736013
"Redden, J.P., Frederick, S.","Unpacking Unpacking: Greater Detail Can Reduce Perceived Likelihood",2011,"Journal of Experimental Psychology: General","140","2",,"159","167",,10,10.1037/a0021491,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955744327&doi=10.1037%2fa0021491&partnerID=40&md5=b7989f8e496c77b59688f0e63e615315",Article,,Scopus,2-s2.0-79955744327
"Mickes, L., Hwe, V., Wais, P.E., Wixted, J.T.","Strong Memories Are Hard to Scale",2011,"Journal of Experimental Psychology: General","140","2",,"239","257",,27,10.1037/a0023007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955717339&doi=10.1037%2fa0023007&partnerID=40&md5=81621c2911a268e3fa48da6b59e37455",Article,,Scopus,2-s2.0-79955717339
"D'Argembeau, A., Mathy, A.","Tracking the Construction of Episodic Future Thoughts",2011,"Journal of Experimental Psychology: General","140","2",,"258","271",,103,10.1037/a0022581,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955738660&doi=10.1037%2fa0022581&partnerID=40&md5=647fcad233f5b25203fe946ce36c417d",Article,,Scopus,2-s2.0-79955738660
"Kolinsky, R., Verhaeghe, A., Fernandes, T., Mengarda, E.J., Grimm-Cabral, L., Morais, J.","Enantiomorphy Through the Looking Glass: Literacy Effects on Mirror-Image Discrimination",2011,"Journal of Experimental Psychology: General","140","2",,"210","238",,33,10.1037/a0022168,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955706920&doi=10.1037%2fa0022168&partnerID=40&md5=2656cd90c0aa9e95759dd287fcb98f2d",Article,,Scopus,2-s2.0-79955706920
"Fernbach, P.M., Darlow, A., Sloman, S.A.","Asymmetries in Predictive and Diagnostic Reasoning",2011,"Journal of Experimental Psychology: General","140","2",,"168","185",,34,10.1037/a0022100,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955706714&doi=10.1037%2fa0022100&partnerID=40&md5=6072a65e71d8cd0924f1ec18f21615be",Article,,Scopus,2-s2.0-79955706714
"Kousta, S.-T., Vigliocco, G., Vinson, D.P., Andrews, M., Del Campo, E.","The Representation of Abstract Words: Why Emotion Matters",2011,"Journal of Experimental Psychology: General","140","1",,"14","34",,187,10.1037/a0021446,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951534995&doi=10.1037%2fa0021446&partnerID=40&md5=2ce3cd646fa449b508784180b738096c",Article,,Scopus,2-s2.0-79951534995
"Hu, F.K., Samuel, A.G., Chan, A.S.","Eliminating Inhibition of Return by Changing Salient Nonspatial Attributes in a Complex Environment",2011,"Journal of Experimental Psychology: General","140","1",,"35","50",,20,10.1037/a0021091,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951533286&doi=10.1037%2fa0021091&partnerID=40&md5=ae6ca6747dd278a90260ea3690725789",Article,,Scopus,2-s2.0-79951533286
"Chu, M., Kita, S.","The Nature of Gestures' Beneficial Role in Spatial Problem Solving",2011,"Journal of Experimental Psychology: General","140","1",,"102","116",,91,10.1037/a0021790,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951547470&doi=10.1037%2fa0021790&partnerID=40&md5=e252a2adeff6a1aec19007e7fbeeb4db",Article,,Scopus,2-s2.0-79951547470
"Shah, A.K., Oppenheimer, D.M.","Grouping Information for Judgments",2011,"Journal of Experimental Psychology: General","140","1",,"1","13",,9,10.1037/a0021946,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951524223&doi=10.1037%2fa0021946&partnerID=40&md5=7add8ae4376da847d3a76cd32d45160e",Article,,Scopus,2-s2.0-79951524223
"Fischer, P., Kastenmüller, A., Greitemeyer, T., Fischer, J., Frey, D., Crelley, D.","Threat and Selective Exposure: The Moderating Role of Threat and Decision Context on Confirmatory Information Search After Decisions",2011,"Journal of Experimental Psychology: General","140","1",,"51","62",,25,10.1037/a0021595,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951548917&doi=10.1037%2fa0021595&partnerID=40&md5=2a79768c8d2a9e9cbee5ad0098409b8f",Article,,Scopus,2-s2.0-79951548917
"Galak, J., Meyvis, T.","The Pain Was Greater If It Will Happen Again: The Effect of Anticipated Continuation on Retrospective Discomfort",2011,"Journal of Experimental Psychology: General","140","1",,"63","75",,12,10.1037/a0021447,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951520355&doi=10.1037%2fa0021447&partnerID=40&md5=063435219bab434d03dde169eda78a57",Article,,Scopus,2-s2.0-79951520355
"Koriat, A.","Subjective Confidence in Perceptual Judgments: A Test of the Self-Consistency Model",2011,"Journal of Experimental Psychology: General","140","1",,"117","139",,34,10.1037/a0022171,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951534013&doi=10.1037%2fa0022171&partnerID=40&md5=466d09b5add948e08f2a0a38c5bf7f5c",Article,,Scopus,2-s2.0-79951534013
"Heit, E., Hayes, B.K.","Predicting Reasoning From Memory",2011,"Journal of Experimental Psychology: General","140","1",,"76","101",,13,10.1037/a0021488,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951544367&doi=10.1037%2fa0021488&partnerID=40&md5=ac92ed0163d0b33470f1908ba1e2e1c8",Article,,Scopus,2-s2.0-79951544367
"Kloos, H., Fisher, A., Van Orden, G.C.","Situated Naïve Physics: Task Constraints Decide What Children Know About Density",2010,"Journal of Experimental Psychology: General","139","4",,"625","637",,9,10.1037/a0020977,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78349253835&doi=10.1037%2fa0020977&partnerID=40&md5=6ef225c8afb84ba840f88085584c172d",Article,,Scopus,2-s2.0-78349253835
"Kersten, A.W., Meissner, C.A., Lechuga, J., Schwartz, B.L., Albrechtsen, J.S., Iglesias, A.","English Speakers Attend More Strongly Than Spanish Speakers to Manner of Motion When Classifying Novel Objects and Events",2010,"Journal of Experimental Psychology: General","139","4",,"638","653",,27,10.1037/a0020507,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78349284788&doi=10.1037%2fa0020507&partnerID=40&md5=913a9d22f150d59c963da7d627a26241",Article,,Scopus,2-s2.0-78349284788
"Hills, T.T., Todd, P.M., Goldstone, R.L.","The Central Executive as a Search Process: Priming Exploration and Exploitation Across Domains",2010,"Journal of Experimental Psychology: General","139","4",,"590","609",,41,10.1037/a0020666,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78349267951&doi=10.1037%2fa0020666&partnerID=40&md5=c5152d33c37840910d62313f1730ae0f",Article,,Scopus,2-s2.0-78349267951
"Holyoak, K.J., Lee, H.S., Lu, H.","Analogical and Category-Based Inference: A Theoretical Integration With Bayesian Causal Models",2010,"Journal of Experimental Psychology: General","139","4",,"702","727",,34,10.1037/a0020488,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78349262693&doi=10.1037%2fa0020488&partnerID=40&md5=93f8af1b73108648d808f68582d4ca1a",Article,,Scopus,2-s2.0-78349262693
"Caruso, E.M.","When the Future Feels Worse Than the Past: A Temporal Inconsistency in Moral Judgment",2010,"Journal of Experimental Psychology: General","139","4",,"610","624",,31,10.1037/a0020757,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78349262289&doi=10.1037%2fa0020757&partnerID=40&md5=2c2d5e5ac7e3f02462c5c09aebfbf766",Article,,Scopus,2-s2.0-78349262289
"Greville, W.J., Buehner, M.J.","Temporal Predictability Facilitates Causal Learning",2010,"Journal of Experimental Psychology: General","139","4",,"756","771",,21,10.1037/a0020976,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78349258177&doi=10.1037%2fa0020976&partnerID=40&md5=569d78fd614b5c32fcfd95c1e8d890fe",Article,,Scopus,2-s2.0-78349258177
"Kool, W., McGuire, J.T., Rosen, Z.B., Botvinick, M.M.","Decision Making and the Avoidance of Cognitive Demand",2010,"Journal of Experimental Psychology: General","139","4",,"665","682",,212,10.1037/a0020198,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78349269890&doi=10.1037%2fa0020198&partnerID=40&md5=6a81c7a5c6465365ceca09edea8e9e13",Article,,Scopus,2-s2.0-78349269890
"Gawronski, B., Rydell, R.J., Vervliet, B., De Houwer, J.","Generalization Versus Contextualization in Automatic Evaluation",2010,"Journal of Experimental Psychology: General","139","4",,"683","701",,50,10.1037/a0020315,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78349294541&doi=10.1037%2fa0020315&partnerID=40&md5=c10de08385cbb34f3912f19595f16303",Article,,Scopus,2-s2.0-78349294541
"Mellers, B.A., Haselhuhn, M.P., Tetlock, P.E., Silva, J.C., Isen, A.M.","Predicting Behavior in Economic Games by Looking Through the Eyes of the Players",2010,"Journal of Experimental Psychology: General","139","4",,"743","755",,26,10.1037/a0020280,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78349258578&doi=10.1037%2fa0020280&partnerID=40&md5=f6028b8601740732973fde7b01f07ecf",Article,,Scopus,2-s2.0-78349258578
"Meyvis, T., Ratner, R.K., Levav, J.","Why Don't We Learn to Accurately Forecast Feelings? How Misremembering Our Predictions Blinds Us to Past Forecasting Errors",2010,"Journal of Experimental Psychology: General","139","4",,"579","589",,24,10.1037/a0020285,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78349246286&doi=10.1037%2fa0020285&partnerID=40&md5=97bd81d905cf954e90a3030e96c6cce4",Article,,Scopus,2-s2.0-78349246286
"Levens, S.M., Gotlib, I.H.","Updating Positive and Negative Stimuli in Working Memory in Depression",2010,"Journal of Experimental Psychology: General","139","4",,"654","664",,85,10.1037/a0020283,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78349238892&doi=10.1037%2fa0020283&partnerID=40&md5=265cb3ad7041baf02f67f69d8b0026a6",Article,,Scopus,2-s2.0-78349238892
"Bilalić, M., Langner, R., Erb, M., Grodd, W.","Mechanisms and Neural Basis of Object and Pattern Recognition: A Study With Chess Experts",2010,"Journal of Experimental Psychology: General","139","4",,"728","742",,56,10.1037/a0020756,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78349287327&doi=10.1037%2fa0020756&partnerID=40&md5=c6dfa8ddaccdaaea2387e8c290d6e18a",Article,,Scopus,2-s2.0-78349287327
"Miele, D.B., Molden, D.C.","Naive theories of intelligence and the role of processing fluency in perceived comprehension",2010,"Journal of Experimental Psychology: General","139","3",,"535","557",,40,10.1037/a0019745,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955762757&doi=10.1037%2fa0019745&partnerID=40&md5=507cefc037ca84425ef460a5dbceabad",Article,,Scopus,2-s2.0-77955762757
"Kosloff, S., Greenberg, J., Schmader, T., Dechesne, M., Weise, D.","Smearing the opposition: Implicit and explicit stigmatization of the 2008 U.S. presidential candidates and the current U.S. President",2010,"Journal of Experimental Psychology: General","139","3",,"383","398",,19,10.1037/a0018809,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955765576&doi=10.1037%2fa0018809&partnerID=40&md5=3f18f686e9747635e489b109ae6e3f7b",Article,,Scopus,2-s2.0-77955765576
"Elliot, A.J., Niesta Kayser, D., Greitemeyer, T., Lichtenfeld, S., Gramzow, R.H., Maier, M.A., Liu, H.","Red, Rank, and Romance in women viewing men",2010,"Journal of Experimental Psychology: General","139","3",,"399","417",,74,10.1037/a0019689,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955741971&doi=10.1037%2fa0019689&partnerID=40&md5=52f198e6dce059c7d9c63c98b31dea5a",Article,,Scopus,2-s2.0-77955741971
"Berent, I., Balaban, E., Lennertz, T., Vaknin-Nusbaum, V.","Phonological universals constrain the processing of nonspeech stimuli",2010,"Journal of Experimental Psychology: General","139","3",,"418","435",,13,10.1037/a0020094,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955741184&doi=10.1037%2fa0020094&partnerID=40&md5=3af6d1ecc86929ba8be823791b47de30",Article,,Scopus,2-s2.0-77955741184
"Konkle, T., Brady, T.F., Alvarez, G.A., Oliva, A.","Conceptual distinctiveness supports detailed visual long-term memory for real-world objects",2010,"Journal of Experimental Psychology: General","139","3",,"558","578",,98,10.1037/a0019165,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955740657&doi=10.1037%2fa0019165&partnerID=40&md5=b6dd34054d2b715fd025bfcc1deafb38",Article,,Scopus,2-s2.0-77955740657
"Kron, A., Schul, Y., Cohen, A., Hassin, R.R.","Feelings don't come easy: Studies on the effortful nature of feelings",2010,"Journal of Experimental Psychology: General","139","3",,"520","534",,25,10.1037/a0020008,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955724645&doi=10.1037%2fa0020008&partnerID=40&md5=ba109353d94897e3eefb6966f91bcdcb",Article,,Scopus,2-s2.0-77955724645
"Ihlen, E.A.F., Vereijken, B.","Interaction-dominant dynamics in human cognition: Beyond 1/f αfluctuation",2010,"Journal of Experimental Psychology: General","139","3",,"436","463",,117,10.1037/a0019098,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955721177&doi=10.1037%2fa0019098&partnerID=40&md5=ba4ac15c664074a350bbc3646577defe",Article,,Scopus,2-s2.0-77955721177
"Klauer, K.C., Dittrich, K.","From sunshine to double arrows: An evaluation window account of negative compatibility effects",2010,"Journal of Experimental Psychology: General","139","3",,"490","519",,18,10.1037/a0019746,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955733716&doi=10.1037%2fa0019746&partnerID=40&md5=0ef6e5c673eeef446bb9f8057f3ca824",Article,,Scopus,2-s2.0-77955733716
"Kiefer, M., Martens, U.","Attentional sensitization of unconscious cognition: Task sets modulate subsequent masked semantic priming",2010,"Journal of Experimental Psychology: General","139","3",,"464","489",,119,10.1037/a0019561,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955786598&doi=10.1037%2fa0019561&partnerID=40&md5=7024aa91099a6c88aabf0673cb0ac160",Article,,Scopus,2-s2.0-77955786598
"Nummenmaa, L., Hyönä, J., Calvo, M.G.","Semantic Categorization Precedes Affective Evaluation of Visual Scenes",2010,"Journal of Experimental Psychology: General","139","2",,"222","246",,28,10.1037/a0018858,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954783611&doi=10.1037%2fa0018858&partnerID=40&md5=92ce8fbbf0371a7625265139c519738a",Article,,Scopus,2-s2.0-77954783611
"Hoffman, A.B., Rehder, B.","The Costs of Supervised Classification: The Effect of Learning Task on Conceptual Flexibility",2010,"Journal of Experimental Psychology: General","139","2",,"319","340",,29,10.1037/a0019042,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954773159&doi=10.1037%2fa0019042&partnerID=40&md5=5467a3320ec116aec13b5dee6242ccd5",Article,,Scopus,2-s2.0-77954773159
"Becker, S.I.","The Role of Target-Distractor Relationships in Guiding Attention and the Eyes in Visual Search",2010,"Journal of Experimental Psychology: General","139","2",,"247","265",,48,10.1037/a0018808,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954782012&doi=10.1037%2fa0018808&partnerID=40&md5=b4bdb8ae7b4bd2aaf45690ed51500992",Article,,Scopus,2-s2.0-77954782012
"Bouwmeester, S., Verkoeijen, P.P.J.L.","Latent Variable Modeling of Cognitive Processes in True and False Recognition of Words: A Developmental Perspective",2010,"Journal of Experimental Psychology: General","139","2",,"365","381",,12,10.1037/a0019301,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954786252&doi=10.1037%2fa0019301&partnerID=40&md5=a50ee532cdf9e689b24de7cc23cbfeb4",Article,,Scopus,2-s2.0-77954786252
"Wolff, P., Barbey, A.K., Hausknecht, M.","For Want of a Nail: How Absences Cause Events",2010,"Journal of Experimental Psychology: General","139","2",,"191","221",,23,10.1037/a0018129,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954789948&doi=10.1037%2fa0018129&partnerID=40&md5=d7eb2d4a0f437ad572c41efe17f3dcf6",Article,,Scopus,2-s2.0-77954789948
"Onyper, S.V., Zhang, Y.X., Howard, M.W.","Some-or-None Recollection: Evidence From Item and Source Memory",2010,"Journal of Experimental Psychology: General","139","2",,"341","364",,45,10.1037/a0018926,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954792293&doi=10.1037%2fa0018926&partnerID=40&md5=71888dfeb1f43697ac246c88f5d0f13d",Article,,Scopus,2-s2.0-77954792293
"Speekenbrink, M., Shanks, D.R.","Learning in a Changing Environment",2010,"Journal of Experimental Psychology: General","139","2",,"266","298",,28,10.1037/a0018620,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954791770&doi=10.1037%2fa0018620&partnerID=40&md5=a2c7252c7d6b59131d6cb5a27781f6bd",Article,,Scopus,2-s2.0-77954791770
"Andrews, S., Hersch, J.","Lexical Precision in Skilled Readers: Individual Differences in Masked Neighbor Priming",2010,"Journal of Experimental Psychology: General","139","2",,"299","318",,58,10.1037/a0018366,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954796479&doi=10.1037%2fa0018366&partnerID=40&md5=1b22df408c9a761767f1edd57fab54a0",Article,,Scopus,2-s2.0-77954796479
"Keil, F.C., Lockhart, K.L., Schlegel, E.","A Bump on a Bump? Emerging Intuitions Concerning the Relative Difficulty of the Sciences",2010,"Journal of Experimental Psychology: General","139","1",,"1","15",,18,10.1037/a0018319,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-76049121491&doi=10.1037%2fa0018319&partnerID=40&md5=545b9344e86320faec002b84658f85e1",Article,,Scopus,2-s2.0-76049121491
"Chein, J.M., Fiez, J.A.","Evaluating Models of Working Memory Through the Effects of Concurrent Irrelevant Information",2010,"Journal of Experimental Psychology: General","139","1",,"117","137",,44,10.1037/a0018200,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-76049114773&doi=10.1037%2fa0018200&partnerID=40&md5=f8c8955b91c8610f4412d022048cb41f",Article,,Scopus,2-s2.0-76049114773
"Vosgerau, J.","How Prevalent Is Wishful Thinking? Misattribution of Arousal Causes Optimism and Pessimism in Subjective Probabilities",2010,"Journal of Experimental Psychology: General","139","1",,"32","48",,32,10.1037/a0018144,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-76049127960&doi=10.1037%2fa0018144&partnerID=40&md5=2b54a620d07961332e88f1888ebfcf82",Article,,Scopus,2-s2.0-76049127960
"Zhang, Y., Fishbach, A.","Counteracting Obstacles With Optimistic Predictions",2010,"Journal of Experimental Psychology: General","139","1",,"16","31",,28,10.1037/a0018143,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-76049101072&doi=10.1037%2fa0018143&partnerID=40&md5=f54983e41f5bf839b3395fa298a39956",Article,,Scopus,2-s2.0-76049101072
"Huang, L.","What Is the Unit of Visual Attention? Object for Selection, but Boolean Map for Access",2010,"Journal of Experimental Psychology: General","139","1",,"162","179",,27,10.1037/a0018034,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-76049128438&doi=10.1037%2fa0018034&partnerID=40&md5=bec3701dabb3ec138d89d35f4786f0eb",Article,,Scopus,2-s2.0-76049128438
"Bartels, D.M., Rips, L.J.","Psychological Connectedness and Intertemporal Choice",2010,"Journal of Experimental Psychology: General","139","1",,"49","69",,79,10.1037/a0018062,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-76049096345&doi=10.1037%2fa0018062&partnerID=40&md5=f077bcfc5e6c6446d2ec8ba0d85c86cc",Article,,Scopus,2-s2.0-76049096345
"Le Pelley, M.E., Reimers, S.J., Calvini, G., Spears, R., Beesley, T., Murphy, R.A.","Stereotype Formation: Biased by Association",2010,"Journal of Experimental Psychology: General","139","1",,"138","161",,28,10.1037/a0018210,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-76049088625&doi=10.1037%2fa0018210&partnerID=40&md5=c719805dbb507076bf28de4e9691d654",Article,,Scopus,2-s2.0-76049088625
"Gevers, W., Santens, S., Dhooge, E., Chen, Q., Van den Bossche, L., Fias, W., Verguts, T.","Verbal-Spatial and Visuospatial Coding of Number-Space Interactions",2010,"Journal of Experimental Psychology: General","139","1",,"180","190",,89,10.1037/a0017688,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-76049107954&doi=10.1037%2fa0017688&partnerID=40&md5=31b1e0878d60a37439d9d4e79a825e48",Article,,Scopus,2-s2.0-76049107954
"Patsenko, E.G., Altmann, E.M.","How Planful Is Routine Behavior? A Selective-Attention Model of Performance in the Tower of Hanoi",2010,"Journal of Experimental Psychology: General","139","1",,"95","116",,20,10.1037/a0018268,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-76049097579&doi=10.1037%2fa0018268&partnerID=40&md5=79c01b26b595bd6716ef2056f8259024",Article,,Scopus,2-s2.0-76049097579
"Ratcliff, R., Smith, P.L.","Perceptual Discrimination in Static and Dynamic Noise: The Temporal Relation Between Perceptual Encoding and Decision Making",2010,"Journal of Experimental Psychology: General","139","1",,"70","94",,49,10.1037/a0018128,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-76049085360&doi=10.1037%2fa0018128&partnerID=40&md5=e947773e6ac6b8dd5388909aa59958da",Article,,Scopus,2-s2.0-76049085360
"Libby, L.K., Shaeffer, E.M., Eibach, R.P.","Seeing Meaning in Action: A Bidirectional Link Between Visual Perspective and Action Identification Level",2009,"Journal of Experimental Psychology: General","138","4",,"503","516",,47,10.1037/a0016795,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449517100&doi=10.1037%2fa0016795&partnerID=40&md5=950d22772eeb5a4a308b83dba87819d9",Article,,Scopus,2-s2.0-70449517100
"Nilsson, H., Winman, A., Juslin, P., Hansson, G.","Linda Is Not a Bearded Lady: Configural Weighting and Adding as the Cause of Extension Errors",2009,"Journal of Experimental Psychology: General","138","4",,"517","534",,37,10.1037/a0017351,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449481650&doi=10.1037%2fa0017351&partnerID=40&md5=5e3907c7986b726198eb0013329c0d73",Article,,Scopus,2-s2.0-70449481650
"Vul, E., Hanus, D., Kanwisher, N.","Attention as Inference: Selection Is Probabilistic; Responses Are All-or-None Samples",2009,"Journal of Experimental Psychology: General","138","4",,"546","560",,35,10.1037/a0017352,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449504498&doi=10.1037%2fa0017352&partnerID=40&md5=19dd43fb36703338b8198a4762e58826",Article,,Scopus,2-s2.0-70449504498
"Morewedge, C.K.","Negativity Bias in Attribution of External Agency",2009,"Journal of Experimental Psychology: General","138","4",,"535","545",,39,10.1037/a0016796,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449514165&doi=10.1037%2fa0016796&partnerID=40&md5=9a77136d33e1becac3e2c3881e94353b",Article,,Scopus,2-s2.0-70449514165
"Karpicke, J.D.","Metacognitive Control and Strategy Selection: Deciding to Practice Retrieval During Learning",2009,"Journal of Experimental Psychology: General","138","4",,"469","486",,110,10.1037/a0017341,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449516503&doi=10.1037%2fa0017341&partnerID=40&md5=ff6a0f7d997a0f99196f2c8db9d9e571",Article,,Scopus,2-s2.0-70449516503
"Kornell, N., Bjork, R.A.","A Stability Bias in Human Memory: Overestimating Remembering and Underestimating Learning",2009,"Journal of Experimental Psychology: General","138","4",,"449","468",,75,10.1037/a0017350,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449517104&doi=10.1037%2fa0017350&partnerID=40&md5=dba6d84684c75ec93999a235fe51cba9",Article,,Scopus,2-s2.0-70449517104
